timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-08-31,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-30,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-29,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-28,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-27,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-24,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-23,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-22,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-21,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-20,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-17,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-16,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-15,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-14,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-13,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-10,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-09,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-08,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-07,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-06,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-03,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-02,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-08-01,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-31,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-30,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-27,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-26,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-25,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
2018-07-24,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.0000,1.0000
